1	0.08966286314858331
2	0.08578527346253395
3	0.07474716752767563
4	0.042192002965344325
5	0.0547369047999382
6	0.03362448358287414
7	0.028798978517038956
8	0.030486675807171397
9	0.021837296585241955
10	0.03344464643547932
11	0.017672539688646793
12	0.01576464416252242
13	0.02014607356654273
14	0.01571518700155947
15	0.017004161348773375
16	0.01349242435147365
17	0.012412008467233844
18	0.013630893495347764
19	0.020293378478123084
20	0.012686650165253215
21	0.013641939291523563
22	0.01506064563161797
23	0.010510288127180602
24	0.015206873779081635
25	0.015191617783986859
26	0.01609771020917429
27	0.015075216328518258
28	0.010644708967043294
29	0.015233985769251982
30	0.01442498734427823
31	0.01179844829150372
32	0.011445725233190589
33	0.012534151319414377
34	0.00959626442959739
35	0.007762743806880381
36	0.015597971052759223
37	0.009622758047448264
38	0.010773253368420733
39	0.012866538690610064
40	0.014075049613085058
41	0.01275358297344711
42	0.01564492533604304
43	0.015786821643511455
44	0.011959952354017232
45	0.012175919591552682
46	0.01336371965913309
47	0.01054358415098654
48	0.01171304394180576
49	0.014356115522483984
50	0.009630095498222444
